Column1,id,date,tweet,language,hashtags,cashtags,retweet,nlikes,nreplies,nretweets,search
16,1.39E+18,5/11/2021 22:45,"options trading pro cumulative p&amp;l for 5/10-5/11 $10,200.00 boom 🤑 join us $nflx $roku $baba #dogecoin $doge $fb $aapl $amzn for transparency, daily watchlist,swing &amp; day options trade alerts. $spy $nvda $tsla subscribe &amp; join our discord for the latest news, alerts flow bot etc  https://t.co/juqgvuegpm",en,['dogecoin'],"['nflx', 'roku', 'baba', 'doge', 'fb', 'aapl', 'amzn', 'spy', 'nvda', 'tsla']",FALSE,5,0,0,$NFLX
17,1.39E+18,5/11/2021 22:40,"this is massive, how’d i miss this last week?  $ggii $nflx  https://t.co/wqy4bh6jl3",en,[],"['ggii', 'nflx']",FALSE,0,0,0,$NFLX
18,1.39E+18,5/11/2021 22:40,"$qqq .50r of mar 5 to april 27 move. $amzn .618, $aapl .618, $fb .382, $msft .5. $nflx potentially completing abc starting wave 1, $tsla 1-2 on the .764 595.",en,[],"['qqq', 'amzn', 'aapl', 'fb', 'msft', 'nflx', 'tsla']",FALSE,0,0,0,$NFLX
19,1.39E+18,5/11/2021 22:37,amazing! get winning alerts   $bynd $useg $shop $dkng $mu $novs $myov $apdn $mxc $bzun $spy $qqq $amzn $nvda $ba $tsla $baba $amd $aapl $nflx $twtr $aal $nio $ino $oxy $ccl $fb $uso $dal $twlo $ugaz $dis $roku $tvix $cron $djia $spx $tlry $sq $msft $gld  https://t.co/6kvm0wgac8,en,[],"['bynd', 'useg', 'shop', 'dkng', 'mu', 'novs', 'myov', 'apdn', 'mxc', 'bzun', 'spy', 'qqq', 'amzn', 'nvda', 'ba', 'tsla', 'baba', 'amd', 'aapl', 'nflx', 'twtr', 'aal', 'nio', 'ino', 'oxy', 'ccl', 'fb', 'uso', 'dal', 'twlo', 'ugaz', 'dis', 'roku', 'tvix', 'cron', 'djia', 'spx', 'tlry', 'sq', 'msft', 'gld']",FALSE,0,0,0,$NFLX
20,1.39E+18,5/11/2021 22:32,best discord group over 80k members and even have their own app join here   $acn $fb $nflx $dltr $ea $spy $spx $djia $hd $gs $ba $gdx $vz $wdc $amd $adsk $v $cat $jpm $plug  https://t.co/o8rofzlroa,en,[],"['acn', 'fb', 'nflx', 'dltr', 'ea', 'spy', 'spx', 'djia', 'hd', 'gs', 'ba', 'gdx', 'vz', 'wdc', 'amd', 'adsk', 'v', 'cat', 'jpm', 'plug']",FALSE,0,0,0,$NFLX
21,1.39E+18,5/11/2021 22:32,$tsla $nio $spy $mdrr $fsly $novn $aapl $pt $roku $solo $wkhs $amd $fb $nflx $baba $akba $amzn $kxin $cei $zm   if you want to make real gains and make your own plays today    🚨  ✅stocks  ✅options  ✅day trading  ✅swing trading  📚 learn &amp;earn  https://t.co/oy3rd5jbe2,en,[],"['tsla', 'nio', 'spy', 'mdrr', 'fsly', 'novn', 'aapl', 'pt', 'roku', 'solo', 'wkhs', 'amd', 'fb', 'nflx', 'baba', 'akba', 'amzn', 'kxin', 'cei', 'zm']",FALSE,0,0,0,$NFLX
22,1.39E+18,5/11/2021 22:31,✅stocks  ✅options  ✅day trading   $cldr $nok $abev $znga $save $mgm $et $pbr $snap $xom $low $msft $amzn $rcl $aapl $fsly $baba $work $jpm $spy $gs $hd $nkla $fb $nflx  🔴chatroom  if you want to make real gains and make your own plays join us today  https://t.co/zb2ocmnvzz,en,[],"['cldr', 'nok', 'abev', 'znga', 'save', 'mgm', 'et', 'pbr', 'snap', 'xom', 'low', 'msft', 'amzn', 'rcl', 'aapl', 'fsly', 'baba', 'work', 'jpm', 'spy', 'gs', 'hd', 'nkla', 'fb', 'nflx']",FALSE,1,0,0,$NFLX
23,1.39E+18,5/11/2021 22:31,"america.. the land of food lines, gasoline lines &amp; all kinds of lines!  $ads $aapl $amzn $abbv $agn $bhc $brk $ba $crm $cmg $prgo $iep $hlf $ibm $ko $pep $tst $ms $gs $jpm $bac $btc $c $cs $pfe $tsla $gsk $lly $bmy $twtr $eye $snap $googl $nflx $fb $sq $msft $btc $lyft $uber  https://t.co/c1lxpnvo91",en,[],"['ads', 'aapl', 'amzn', 'abbv', 'agn', 'bhc', 'brk', 'ba', 'crm', 'cmg', 'prgo', 'iep', 'hlf', 'ibm', 'ko', 'pep', 'tst', 'ms', 'gs', 'jpm', 'bac', 'btc', 'c', 'cs', 'pfe', 'tsla', 'gsk', 'lly', 'bmy', 'twtr', 'eye', 'snap', 'googl', 'nflx', 'fb', 'sq', 'msft', 'btc', 'lyft', 'uber']",FALSE,0,0,0,$NFLX
24,1.39E+18,5/11/2021 22:31,$nio $spy $tsla $fsly $staf $nflx $zm $wkhs $spi $fb $pt $aapl $baba $pton $kxin $cei $amzn $mdrr $mtc $xxii $roku $tsla $ma $gme $fdx $spce   ✅stocks  ✅options  ✅day trading  ✅swing trading   🔴 chatroom  ↖️  join    🔴 daily alerts &amp; analysis right on time  https://t.co/0hifnqcldx,en,[],"['nio', 'spy', 'tsla', 'fsly', 'staf', 'nflx', 'zm', 'wkhs', 'spi', 'fb', 'pt', 'aapl', 'baba', 'pton', 'kxin', 'cei', 'amzn', 'mdrr', 'mtc', 'xxii', 'roku', 'tsla', 'ma', 'gme', 'fdx', 'spce']",FALSE,0,0,0,$NFLX
25,1.39E+18,5/11/2021 22:30,1000% almost half a mile here. you in our discord? we've been on fire!!   $aapl $amzn $fb $nflx $baba $bidu $baba $twtr $pins $tlry $hexo $acb $fdx $dkng $ddd $lrcx $nvda $amd $spy  https://t.co/mlnquyb5vw,en,[],"['aapl', 'amzn', 'fb', 'nflx', 'baba', 'bidu', 'baba', 'twtr', 'pins', 'tlry', 'hexo', 'acb', 'fdx', 'dkng', 'ddd', 'lrcx', 'nvda', 'amd', 'spy']",FALSE,0,0,0,$NFLX
26,1.39E+18,5/11/2021 22:10,$rut sideway chop for sometime before it resume the upside again.   #es_f #nq_f $ndx $spx $spy $aapl  $sq $gld $fb $bac $amzn $pton $amd $msft $nflx $tsla $fb $rut $googl $nio $pltr  https://t.co/poleseprpv,en,"['es_f', 'nq_f']","['rut', 'ndx', 'spx', 'spy', 'aapl', 'sq', 'gld', 'fb', 'bac', 'amzn', 'pton', 'amd', 'msft', 'nflx', 'tsla', 'fb', 'rut', 'googl', 'nio', 'pltr']",FALSE,3,0,0,$NFLX
27,1.39E+18,5/11/2021 22:01,want to learn how to beat the market? $nerv $fubo $rmed $invo $upst $cnbka $tsla $nio $foe $ocgn $ptix $cerc $ddd $avns $brid $sqbg $hffg $sga $clov $clpt $bmra $carv $eyes $nmrd $yvr $cndt $btx $cscw $azrx $baba $nflx $eth $vet $doge $btc $etc $pubr $ff   https://t.co/utwtapi22z,en,[],"['nerv', 'fubo', 'rmed', 'invo', 'upst', 'cnbka', 'tsla', 'nio', 'foe', 'ocgn', 'ptix', 'cerc', 'ddd', 'avns', 'brid', 'sqbg', 'hffg', 'sga', 'clov', 'clpt', 'bmra', 'carv', 'eyes', 'nmrd', 'yvr', 'cndt', 'btx', 'cscw', 'azrx', 'baba', 'nflx', 'eth', 'vet', 'doge', 'btc', 'etc', 'pubr', 'ff']",FALSE,2,0,0,$NFLX
28,1.39E+18,5/11/2021 22:00,5.11.21 notes  probe was protected with even more bearish gap down below balance. sideways action today confirms lower prices accepted. pweek low taken too. cpi tomorrow.  $nq_f $spy $spx $ndx $qqq $amzn $shop $tsla $lrcx $gold $bidu $nflx $arkk $coin  https://t.co/glzffgdyl8,en,[],"['nq_f', 'spy', 'spx', 'ndx', 'qqq', 'amzn', 'shop', 'tsla', 'lrcx', 'gold', 'bidu', 'nflx', 'arkk', 'coin']",FALSE,0,0,0,$NFLX
29,1.39E+18,5/11/2021 21:58,$nflx promising  https://t.co/tqq7kcqh7h,en,[],['nflx'],FALSE,1,0,0,$NFLX
30,1.39E+18,5/11/2021 21:52,in crude $cl_f small cap $rty_f gold $gc_f dow jones industrial #ym_f to get things back on track or we fail here #tradingpsychology #economy cycle with rotation in sectors from loved ones #nasdaq100 $aapl $amzn $meli $mrna $nflx $googl $tsla.  https://t.co/qrmyzwnxzq,en,"['ym_f', 'tradingpsychology', 'economy', 'nasdaq100']","['cl_f', 'rty_f', 'gc_f', 'aapl', 'amzn', 'meli', 'mrna', 'nflx', 'googl', 'tsla']",FALSE,0,0,0,$NFLX
31,1.39E+18,5/11/2021 21:34,$fubo charts looking crazy scary for shorts.   $24 break out opens up the door to $26-28.   $roku $googl $nflx $appl  https://t.co/eu5tnw9dlv,en,[],"['fubo', 'roku', 'googl', 'nflx', 'appl']",FALSE,7,1,0,$NFLX
32,1.39E+18,5/11/2021 21:32,$ndx will resume the upside again.   #es_f #nq_f $ndx $spx $spy $aapl  $sq $gld $fb $bac $amzn $pton $amd $msft $nflx $tsla $fb $rut $googl $nio $pltr  https://t.co/hrxooov44s,en,"['es_f', 'nq_f']","['ndx', 'ndx', 'spx', 'spy', 'aapl', 'sq', 'gld', 'fb', 'bac', 'amzn', 'pton', 'amd', 'msft', 'nflx', 'tsla', 'fb', 'rut', 'googl', 'nio', 'pltr']",FALSE,8,1,1,$NFLX
33,1.39E+18,5/11/2021 21:32,best discord group over 80k members and even have their own app join here   $acn $fb $nflx $dltr $ea $spy $spx $djia $hd $gs $ba $gdx $vz $wdc $amd $adsk $v $cat $jpm $plug  https://t.co/2qlyq1qt7y,en,[],"['acn', 'fb', 'nflx', 'dltr', 'ea', 'spy', 'spx', 'djia', 'hd', 'gs', 'ba', 'gdx', 'vz', 'wdc', 'amd', 'adsk', 'v', 'cat', 'jpm', 'plug']",FALSE,0,0,0,$NFLX
34,1.39E+18,5/11/2021 21:32,$tsla $nio $spy $mdrr $fsly $novn $aapl $pt $roku $solo $wkhs $amd $fb $nflx $baba $akba $amzn $kxin $cei $zm $ddd  if you want to make real gains and make your own plays today    🚨  ✅stocks  ✅options  ✅day trading  ✅swing trading  📚 learn &amp;earn  https://t.co/rkttrljpkm,en,[],"['tsla', 'nio', 'spy', 'mdrr', 'fsly', 'novn', 'aapl', 'pt', 'roku', 'solo', 'wkhs', 'amd', 'fb', 'nflx', 'baba', 'akba', 'amzn', 'kxin', 'cei', 'zm', 'ddd']",FALSE,0,0,0,$NFLX
35,1.39E+18,5/11/2021 21:31,✅stocks  ✅options  ✅day trading   $cldr $nok $abev $znga $save $mgm $et $pbr $snap $xom $low $msft $amzn $rcl $aapl $fsly $baba $work $jpm $spy $gs $hd $nkla $fb $nflx  🔴chatroom  if you want to make real gains and make your own plays join us today  https://t.co/rohlkfgn95,en,[],"['cldr', 'nok', 'abev', 'znga', 'save', 'mgm', 'et', 'pbr', 'snap', 'xom', 'low', 'msft', 'amzn', 'rcl', 'aapl', 'fsly', 'baba', 'work', 'jpm', 'spy', 'gs', 'hd', 'nkla', 'fb', 'nflx']",FALSE,2,0,1,$NFLX
36,1.39E+18,5/11/2021 21:31,$nio $spy $tsla $fsly $staf $nflx $zm $wkhs $spi $fb $pt $aapl $baba $pton $kxin $cei $amzn $mdrr $mtc $xxii $roku $tsla $ma $gme $fdx $rblx   ✅stocks  ✅options  ✅day trading  ✅swing trading   🔴 chatroom  ↖️  join    🔴 daily alerts &amp; analysis right on time  https://t.co/0cpgx41svf,en,[],"['nio', 'spy', 'tsla', 'fsly', 'staf', 'nflx', 'zm', 'wkhs', 'spi', 'fb', 'pt', 'aapl', 'baba', 'pton', 'kxin', 'cei', 'amzn', 'mdrr', 'mtc', 'xxii', 'roku', 'tsla', 'ma', 'gme', 'fdx', 'rblx']",FALSE,0,0,0,$NFLX
37,1.39E+18,5/11/2021 21:30,1000% almost half a mile here. you in our discord? we've been on fire!!   $aapl $amzn $fb $nflx $baba $bidu $baba $twtr $pins $tlry $hexo $acb $fdx $dkng $ddd $lrcx $nvda $amd  https://t.co/ode27tzsmf,en,[],"['aapl', 'amzn', 'fb', 'nflx', 'baba', 'bidu', 'baba', 'twtr', 'pins', 'tlry', 'hexo', 'acb', 'fdx', 'dkng', 'ddd', 'lrcx', 'nvda', 'amd']",FALSE,0,0,0,$NFLX
38,1.39E+18,5/11/2021 21:24,"i'm obsessed w/ peloton and love beachbody, so liked this interview.  couldn't disagree more, but enjoyed @gerberkawasaki comping beachbody (spac'ing w/ $frx, founded 1998, 2020 rev ~$880m) to $nflx vs. $pton (founded 2012; 2020 rev ~$3b) as hbo   https://t.co/pnke247czn  https://t.co/t65u4qhnhi",en,[],"['frx', 'nflx', 'pton']",FALSE,30,2,2,$NFLX
39,1.39E+18,5/11/2021 21:11,"strong partner relations, key patient associations: envision vast expansion opportunities with gain therapeutics (ganx) - my article for @stockpence  https://t.co/mafewlyq8n $ganx $spy $qqq $dia $djia #stockmarket #investing #stocks $aapl $tsla $amzn $intc $nflx $amd $nio $gme",en,"['stockmarket', 'investing', 'stocks']","['ganx', 'spy', 'qqq', 'dia', 'djia', 'aapl', 'tsla', 'amzn', 'intc', 'nflx', 'amd', 'nio', 'gme']",FALSE,0,0,0,$NFLX
40,1.39E+18,5/11/2021 21:10,clear-sighted product pipeline empowers ocuphire pharma (ocup) to combat eye disorders - my article for @stockpence  https://t.co/ie8kwqaqy8 $ocup $spy $qqq $dia $djia #stockmarket #investing #finance #stocks $aapl $tsla $amzn $intc $nflx $amd $nio $gme,en,"['stockmarket', 'investing', 'finance', 'stocks']","['ocup', 'spy', 'qqq', 'dia', 'djia', 'aapl', 'tsla', 'amzn', 'intc', 'nflx', 'amd', 'nio', 'gme']",FALSE,0,0,0,$NFLX
41,1.39E+18,5/11/2021 21:09,growing interest in cloud payments is good news for paysafe investors - my article for @investorplace  https://t.co/x8iaqetp0l $psfe $spy $qqq $dia $djia #stockmarket #investing #finance #stocks $aapl $tsla $amzn $intc $nflx $amd $nio $gme,en,"['stockmarket', 'investing', 'finance', 'stocks']","['psfe', 'spy', 'qqq', 'dia', 'djia', 'aapl', 'tsla', 'amzn', 'intc', 'nflx', 'amd', 'nio', 'gme']",FALSE,3,0,0,$NFLX
42,1.39E+18,5/11/2021 21:07,"@baba10x i'm shakin' the chicken bones and chanting now... it's going to be more complicated than that.  $aapl, $fb, $amzn, $nflx, and $googl will have upgrades tomorrow and we have a green day.",en,[],"['aapl', 'fb', 'amzn', 'nflx', 'googl']",FALSE,3,1,1,$NFLX
43,1.39E+18,5/11/2021 21:07,top tweeted stocks: $tsla $pltr $aapl $rblx $fubo $upst $pton $spce $nio $amzn $twtr $dkng $fb $ddd $zm $tdoc $sq $u $eth $nvda $uber $open $nflx $ttd $roku $lmnd $amd $futu $ethe $cciv $jmia $ostk $sklz $tigr $qs $wynn $snow $doge $msft $lotz $fsly $shop    #stockstowatch  https://t.co/lvrsnhpe5n,en,['stockstowatch'],"['tsla', 'pltr', 'aapl', 'rblx', 'fubo', 'upst', 'pton', 'spce', 'nio', 'amzn', 'twtr', 'dkng', 'fb', 'ddd', 'zm', 'tdoc', 'sq', 'u', 'eth', 'nvda', 'uber', 'open', 'nflx', 'ttd', 'roku', 'lmnd', 'amd', 'futu', 'ethe', 'cciv', 'jmia', 'ostk', 'sklz', 'tigr', 'qs', 'wynn', 'snow', 'doge', 'msft', 'lotz', 'fsly', 'shop']",FALSE,0,0,0,$NFLX
44,1.39E+18,5/11/2021 21:03,here are the companies listed with the highest sales cagr for the last 15 years:  $bidu $meli $crm $lulu $amzn $ntes $nflx $vmw $goog $eqix $aapl,en,[],"['bidu', 'meli', 'crm', 'lulu', 'amzn', 'ntes', 'nflx', 'vmw', 'goog', 'eqix', 'aapl']",FALSE,2,0,0,$NFLX
45,1.39E+18,5/11/2021 20:59,@davidgandler what are your longterm plans? will there be any mergers with companies like youtubetv $roku or $nflx,en,[],"['roku', 'nflx']",FALSE,1,0,0,$NFLX
46,1.39E+18,5/11/2021 20:50,here's why $viac is up after hours.  dan niles confides that $viac is his largest position.  $nflx $dis $roku $fb $googl  https://t.co/bocqaqa7wz,en,[],"['viac', 'viac', 'nflx', 'dis', 'roku', 'fb', 'googl']",FALSE,21,3,9,$NFLX
47,1.39E+18,5/11/2021 20:35,to enhance your experience in trading and get instant help click here    $tsla $amzn $zm $nvda $tlry $baba $bidu $kern $nflx $fslr $fubo $pins $plug $crm $crwd $abnb  #stocks #tsla #stockmarket #stockstowatch  https://t.co/z58vigsyly,en,"['stocks', 'tsla', 'stockmarket', 'stockstowatch']","['tsla', 'amzn', 'zm', 'nvda', 'tlry', 'baba', 'bidu', 'kern', 'nflx', 'fslr', 'fubo', 'pins', 'plug', 'crm', 'crwd', 'abnb']",FALSE,0,0,0,$NFLX
48,1.39E+18,5/11/2021 20:35,best discord group over 80k members and even have their own app join here   $tsla $nvda $baba $zm $tlry $abnb $pypl $edit $amzn $gme $bidu $fubo $nflx $ba $spy $qqq $uvxy $aapl $avgo $sndl $fb $fsly $ostk $nnox $pltr $pton  https://t.co/siwoo5vko0,en,[],"['tsla', 'nvda', 'baba', 'zm', 'tlry', 'abnb', 'pypl', 'edit', 'amzn', 'gme', 'bidu', 'fubo', 'nflx', 'ba', 'spy', 'qqq', 'uvxy', 'aapl', 'avgo', 'sndl', 'fb', 'fsly', 'ostk', 'nnox', 'pltr', 'pton']",FALSE,1,0,0,$NFLX
49,1.39E+18,5/11/2021 20:30,"arjuna capital,has filed form 13f for q1 2021.opened new positions in $abb $acn $amal $bbd $cbre $cprt $jw/a $mdrx $nflx $son $tfx $vnq $voo  try insider forms mobile app, get realtime notifications and more   https://t.co/t5ckfuzh7t",en,[],"['abb', 'acn', 'amal', 'bbd', 'cbre', 'cprt', 'jw', 'mdrx', 'nflx', 'son', 'tfx', 'vnq', 'voo']",FALSE,0,0,0,$NFLX
50,1.39E+18,5/11/2021 20:27,@dark_nephalem @dailycaller honest question.  $nflx $dis are great.   when you see ceos getting the vaccine it makes you wonder what you know that they don't.,en,[],"['nflx', 'dis']",FALSE,0,0,0,$NFLX
51,1.39E+18,5/11/2021 20:27,"tuesday's top flow in #nasdaq #nasdaq100, buy flow &amp; sell flow $amzn $wday $mrna $vrsn $googl $txn $sbux $adi $jd $wba $aapl $dxcm $nflx $tsla $goog $cdw $fb $adp $lrcx $nvda #stock #stocks #stockmarket #investment #investing  https://t.co/5je2nlrw3b  https://t.co/ti4g1gdymc",en,"['nasdaq', 'nasdaq100', 'stock', 'stocks', 'stockmarket', 'investment', 'investing']","['amzn', 'wday', 'mrna', 'vrsn', 'googl', 'txn', 'sbux', 'adi', 'jd', 'wba', 'aapl', 'dxcm', 'nflx', 'tsla', 'goog', 'cdw', 'fb', 'adp', 'lrcx', 'nvda']",FALSE,0,0,1,$NFLX
52,1.39E+18,5/11/2021 20:25,$nflx the rising popularity of entertainment content streaming services over the past year has allowed companies i…  https://t.co/fsm5wo1v2h,en,[],['nflx'],FALSE,0,0,0,$NFLX
53,1.39E+18,5/11/2021 20:24,$fubo we went to $56+ earlier in the year. we will be above $100 by years end. next $roku $nflx,en,[],"['fubo', 'roku', 'nflx']",FALSE,59,1,6,$NFLX
54,1.39E+18,5/11/2021 20:23,$hoge outperforming $doge by a long shot now.  obviously happy to coexist but i'm excited with where my bags at!💰 #hogenation #hogearmy   $doge $btc $eth $xrp $xdc $ada $ltc  $zec $bnb $tsla $sq $coin $nflx $amzn $gme $gm $aapl $fb $pton $bynd $nio,en,"['hogenation', 'hogearmy']","['hoge', 'doge', 'doge', 'btc', 'eth', 'xrp', 'xdc', 'ada', 'ltc', 'zec', 'bnb', 'tsla', 'sq', 'coin', 'nflx', 'amzn', 'gme', 'gm', 'aapl', 'fb', 'pton', 'bynd', 'nio']",FALSE,0,0,0,$NFLX
55,1.39E+18,5/11/2021 20:21,$nflx below avg volume daily appearances since 2010: 1082 close 5 days later ±: avg: 1.23 sd: 16.49 worst: -72.17 best: 92.09  10 days later: avg: 3.28 sd: 21.93 worst: -82.64 best: 86.08  30 days later: avg: 9.48 sd: 32.08 worst: -91.47 best: 135.29,en,[],['nflx'],FALSE,0,0,0,$NFLX
