Column1,id,date,tweet,language,hashtags,cashtags,retweet,nlikes,nreplies,nretweets,search
30,1.39222E+18,5/11/2021 20:43,"use webull - you can trade as early as 4am and until 8pm it has all iras, shorting, and options free trades and two free stocks  https://t.co/qjgo1t3yf8… best swing trades:  $pltr $etsy $snow $sndl $amc $rkt $bcrx $dnn $tsla $amzn $aapl $goog $ipob $ocgn $vuzi $hgen $nio $plug",en,[],"['pltr', 'etsy', 'snow', 'sndl', 'amc', 'rkt', 'bcrx', 'dnn', 'tsla', 'amzn', 'aapl', 'goog', 'ipob', 'ocgn', 'vuzi', 'hgen', 'nio', 'plug']",FALSE,0,0,0,$GOOG
31,1.39222E+18,5/11/2021 20:36,alerts and updates and free trials join here   $tsla $spy $ba $gme $wmt $bby $qqq $td $s $nio $d $amc $rkt $itm $dis $gm $shop $riot $tgt $f $orcl $pltr $wb $goog $aapl  https://t.co/wsgkhcd705,en,[],"['tsla', 'spy', 'ba', 'gme', 'wmt', 'bby', 'qqq', 'td', 's', 'nio', 'd', 'amc', 'rkt', 'itm', 'dis', 'gm', 'shop', 'riot', 'tgt', 'f', 'orcl', 'pltr', 'wb', 'goog', 'aapl']",FALSE,0,0,0,$GOOG
32,1.39222E+18,5/11/2021 20:28,hey psychos!  the daily recap has been posted. check it out!   https://t.co/yk3tpanjsj  sign up for free at    https://t.co/6ra7qt3lmm  $spy $qqq $tsla $aapl $amzn $msft $baba $goog $nvda $nio $fb $twlo $pton $tdoc $sq $penn $dkng $twtr $penn $gme $amc,en,[],"['spy', 'qqq', 'tsla', 'aapl', 'amzn', 'msft', 'baba', 'goog', 'nvda', 'nio', 'fb', 'twlo', 'pton', 'tdoc', 'sq', 'penn', 'dkng', 'twtr', 'penn', 'gme', 'amc']",FALSE,0,0,0,$GOOG
33,1.39221E+18,5/11/2021 20:27,"tuesday's top flow in #nasdaq #nasdaq100, buy flow &amp; sell flow $amzn $wday $mrna $vrsn $googl $txn $sbux $adi $jd $wba $aapl $dxcm $nflx $tsla $goog $cdw $fb $adp $lrcx $nvda #stock #stocks #stockmarket #investment #investing  https://t.co/5je2nlrw3b  https://t.co/ti4g1gdymc",en,"['nasdaq', 'nasdaq100', 'stock', 'stocks', 'stockmarket', 'investment', 'investing']","['amzn', 'wday', 'mrna', 'vrsn', 'googl', 'txn', 'sbux', 'adi', 'jd', 'wba', 'aapl', 'dxcm', 'nflx', 'tsla', 'goog', 'cdw', 'fb', 'adp', 'lrcx', 'nvda']",FALSE,0,0,1,$GOOG
34,1.39221E+18,5/11/2021 20:15,$aapl has $38 billion in cash on hand $msft has $13 billion in cash on hand  $goog has $26 billion in cash on hand  $intc  has $5 billion in cash on hand   yet they want $50 billion in subsidies to make chips here.,en,[],"['aapl', 'msft', 'goog', 'intc']",FALSE,0,0,0,$GOOG
35,1.39221E+18,5/11/2021 20:05,top #moneyflow for #sp500 today $aapl $jpm $goog $nvda $msft $jci $nflx $cmcsa $hd $ba ...  https://t.co/s59zn18con,en,"['moneyflow', 'sp500']","['aapl', 'jpm', 'goog', 'nvda', 'msft', 'jci', 'nflx', 'cmcsa', 'hd', 'ba']",FALSE,0,0,0,$GOOG
36,1.39221E+18,5/11/2021 20:05,top #moneyflow for #nasdaq today $aapl $goog $nflx $lrcx $nvda $bidu $cmcsa $csco $cost $msft ...  https://t.co/s59zn18con,en,"['moneyflow', 'nasdaq']","['aapl', 'goog', 'nflx', 'lrcx', 'nvda', 'bidu', 'cmcsa', 'csco', 'cost', 'msft']",FALSE,0,0,0,$GOOG
37,1.39221E+18,5/11/2021 20:04,"$goog google pay introduces international money transfer with wise, western union",en,[],['goog'],FALSE,0,0,0,$GOOG
38,1.39221E+18,5/11/2021 20:03,$prpl after a bit of a selloff in the morning trended somewhat acceptable rest of day. on watch for tomorrow.  had a small ubs price upgrade to $35 from $32. report earnings may 17th.   $spy $qqq $tsla $aapl $amzn $msft $baba $goog $nvda $nio $fb $twlo $pton $tdoc $sq $penn $dkng  https://t.co/qx4esp4gwv,en,[],"['prpl', 'spy', 'qqq', 'tsla', 'aapl', 'amzn', 'msft', 'baba', 'goog', 'nvda', 'nio', 'fb', 'twlo', 'pton', 'tdoc', 'sq', 'penn', 'dkng']",FALSE,0,0,0,$GOOG
39,1.39221E+18,5/11/2021 20:00,examples of large caps $aapl $ups $fdx $snow $twtr $fb $snap $roku $rkt $ostk $fsly $logi $pton $docu $team $goog,en,[],"['aapl', 'ups', 'fdx', 'snow', 'twtr', 'fb', 'snap', 'roku', 'rkt', 'ostk', 'fsly', 'logi', 'pton', 'docu', 'team', 'goog']",FALSE,0,0,0,$GOOG
40,1.39221E+18,5/11/2021 19:59,"google pay introduces international money transfer with wise, western union: reuters | $aapl $goog $googl $pypl $ssnlf $wu",en,[],"['aapl', 'goog', 'googl', 'pypl', 'ssnlf', 'wu']",FALSE,0,0,0,$GOOG
42,1.39221E+18,5/11/2021 19:49,$goog update  https://t.co/3max3az6kx,en,[],['goog'],FALSE,3,1,1,$GOOG
43,1.3922E+18,5/11/2021 19:43,⭐️ https://t.co/qrwhy8of4u  🌞dalrada corp.🌞 $dfco 💰💰  ⭐️launches empower genomics subsidiary of dalrada health   https://t.co/f7s621nk9h  @jctb1 $tsla $spy $ba $gme $wmt $bby $qqq $td $s $nio $d $amc $rkt $itm $dis $gm $shop $riot $tgt $f $orcl $pltr $wb $goog  https://t.co/pjkkecqwt6,en,[],"['dfco', 'tsla', 'spy', 'ba', 'gme', 'wmt', 'bby', 'qqq', 'td', 's', 'nio', 'd', 'amc', 'rkt', 'itm', 'dis', 'gm', 'shop', 'riot', 'tgt', 'f', 'orcl', 'pltr', 'wb', 'goog']",FALSE,0,0,0,$GOOG
44,1.3922E+18,5/11/2021 19:43,its about time the #nasdaq  has a better day than #dowjones  and #sp500   $fb $appl $goog,en,"['nasdaq', 'dowjones', 'sp500']","['fb', 'appl', 'goog']",FALSE,0,0,0,$GOOG
45,1.3922E+18,5/11/2021 19:34,google $goog $googl owned youtube announced a $100m fund to reward top youtube shorts creators over 2021-2022 according to tech crunch,en,[],"['goog', 'googl']",FALSE,7,1,1,$GOOG
46,1.3922E+18,5/11/2021 19:34,@valuemaverick1 @pythiar @ricksalin @post_market @omgcapital @dwehner pretty sure $fb and $goog were buying.,en,[],"['fb', 'goog']",FALSE,2,2,0,$GOOG
47,1.3922E+18,5/11/2021 19:32,"$prts looking bullish into the close on the back of good earnings and price target increases. ceo was in benzinga today.  potentially looking good for continuation tomorrow, as volume is increasing-ish into close  $spy $qqq $tsla $aapl $amzn $msft $baba $goog $nvda $nio $fb $twlo  https://t.co/tghubkdhbl",en,[],"['prts', 'spy', 'qqq', 'tsla', 'aapl', 'amzn', 'msft', 'baba', 'goog', 'nvda', 'nio', 'fb', 'twlo']",FALSE,1,1,0,$GOOG
48,1.3922E+18,5/11/2021 19:30,"usadvisors wealth management llc,has filed form 13f for q1 2021.opened new positions in $avus $cjnk $clf $cost $dfai $dfau $fex $goog  try insider forms mobile app, get realtime notifications and more   https://t.co/t5ckfuzh7t",en,[],"['avus', 'cjnk', 'clf', 'cost', 'dfai', 'dfau', 'fex', 'goog']",FALSE,0,0,0,$GOOG
49,1.3922E+18,5/11/2021 19:29,"$goog #options #maxpain chart, open interest chart update #optionstrading #optionsflow #optionstrade #optiontrading #stocks #stock #stockmarket #investment #investing #invest #investor #investors #uoa  https://t.co/i8hjtleqg3  https://t.co/hvicgubfjt",en,"['options', 'maxpain', 'optionstrading', 'optionsflow', 'optionstrade', 'optiontrading', 'stocks', 'stock', 'stockmarket', 'investment', 'investing', 'invest', 'investor', 'investors', 'uoa']",['goog'],FALSE,0,0,0,$GOOG
50,1.3922E+18,5/11/2021 19:28,youtube introduces $100m shorts fund for creators $goog $googl,en,[],"['goog', 'googl']",FALSE,0,0,0,$GOOG
51,1.3922E+18,5/11/2021 19:24,free stock chatroom link below  $amzn $aapl $amd $fb $boxl $ba $pfe $mcd $ups $mmm $sint $solo $ge $spot $v $apha $ebay $ma $mu $rtx $azn $f $sap $qcom $cnc $mo $nak $pg $abbv $goog $nakd $rpm $gild $phun $khc $novn $abcb $bud $mrna $clf $wafu $ino $spy  https://t.co/n7kejreeyk,en,[],"['amzn', 'aapl', 'amd', 'fb', 'boxl', 'ba', 'pfe', 'mcd', 'ups', 'mmm', 'sint', 'solo', 'ge', 'spot', 'v', 'apha', 'ebay', 'ma', 'mu', 'rtx', 'azn', 'f', 'sap', 'qcom', 'cnc', 'mo', 'nak', 'pg', 'abbv', 'goog', 'nakd', 'rpm', 'gild', 'phun', 'khc', 'novn', 'abcb', 'bud', 'mrna', 'clf', 'wafu', 'ino', 'spy']",FALSE,0,0,0,$GOOG
52,1.3922E+18,5/11/2021 19:15,price x volume leaders tuesday - $tsla $aapl $amzn $msft $fb $nio $pltr $nvda $ba $amd $googl $goog $sq $baba $roku $rblx $pypl $shop $pton $plug $jpm $nflx $amat $xom $dis $mu $brk $hd $intc $fcx $bac $v $bidu $qcom $c $pg $mrna $uber $ddd $dkng $wfc   https://t.co/by3rgx8nps,en,[],"['tsla', 'aapl', 'amzn', 'msft', 'fb', 'nio', 'pltr', 'nvda', 'ba', 'amd', 'googl', 'goog', 'sq', 'baba', 'roku', 'rblx', 'pypl', 'shop', 'pton', 'plug', 'jpm', 'nflx', 'amat', 'xom', 'dis', 'mu', 'brk', 'hd', 'intc', 'fcx', 'bac', 'v', 'bidu', 'qcom', 'c', 'pg', 'mrna', 'uber', 'ddd', 'dkng', 'wfc']",FALSE,0,0,0,$GOOG
53,1.3922E+18,5/11/2021 19:14,$intc $aapl $goog new article : big tech join intel to seek congressional funding for chip production  https://t.co/g8pb4amcwo get all the latest $intc related news here :  https://t.co/eyndm8lb2i,en,[],"['intc', 'aapl', 'goog', 'intc']",FALSE,0,0,0,$GOOG
54,1.3922E+18,5/11/2021 19:09,added $goog $dkng $nio $scr to long book…,en,[],"['goog', 'dkng', 'nio', 'scr']",FALSE,3,0,0,$GOOG
55,1.39219E+18,5/11/2021 19:06,"🔆#tenassociatesllc  👍 $qnta @medoliferx  👍announces changes in management, puts new executive leadership in place   https://t.co/fg6rmu0hwa  @stockalert8 $abbv $goog $nakd $rpm $gild $phun $khc $novn $abcb $bud $mrna $clf $wafu $ino $spy  https://t.co/jhaqhcn6pt",en,['tenassociatesllc'],"['qnta', 'abbv', 'goog', 'nakd', 'rpm', 'gild', 'phun', 'khc', 'novn', 'abcb', 'bud', 'mrna', 'clf', 'wafu', 'ino', 'spy']",FALSE,0,0,0,$GOOG
56,1.39219E+18,5/11/2021 18:54,$goog $googl youtube launches $100 million fund to grow tiktok competitor shorts  https://t.co/f5sla99ryw,en,[],"['goog', 'googl']",FALSE,1,0,0,$GOOG
57,1.39219E+18,5/11/2021 18:42,"#options flow grid update $goog #optionstrading alphabet shares 🔻1.32% to $2,310.89 #optionsflow #stocks #stock #stockmarket #investing #investment  https://t.co/b7bwrcvoef  https://t.co/i4isbebyos",en,"['options', 'optionstrading', 'optionsflow', 'stocks', 'stock', 'stockmarket', 'investing', 'investment']",['goog'],FALSE,0,0,0,$GOOG
58,1.39219E+18,5/11/2021 18:37,big tech join intel to seek congressional funding for chip production $aapl $msft $googl $goog $intc  https://t.co/yibspgyuks,en,[],"['aapl', 'msft', 'googl', 'goog', 'intc']",FALSE,0,0,0,$GOOG
59,1.39219E+18,5/11/2021 18:35,joining @tradingnation @cnbc with @ntengler coming up to discuss the tech rout. is it turning? #nq_f $qqq $msft $aapl $goog,en,['nq_f'],"['qqq', 'msft', 'aapl', 'goog']",FALSE,7,0,1,$GOOG
60,1.39219E+18,5/11/2021 18:32,#atari ceo frederic chesnais #10 on this list of confirmed speakers.  right between #9 vp from $rblx and #11 the head of mobile gaming for $goog.  and $pongf is less than $1??  not for long!   $btc $eth $doge $tsla $gme   https://t.co/v93issc2wh,en,['atari'],"['rblx', 'goog', 'pongf', 'btc', 'eth', 'doge', 'tsla', 'gme']",FALSE,1,0,0,$GOOG
61,1.39219E+18,5/11/2021 18:30,free stock chatroom link below  $amzn $aapl $amd $fb $boxl $ba $pfe $mcd $ups $mmm $sint $solo $ge $spot $v $apha $ebay $ma $mu $rtx $azn $f $sap $qcom $cnc $mo $nak $pg $abbv $goog $nakd $rpm $gild $phun $khc $novn $abcb $bud $mrna $clf $wafu $ino $spy  https://t.co/5ydwflha7k,en,[],"['amzn', 'aapl', 'amd', 'fb', 'boxl', 'ba', 'pfe', 'mcd', 'ups', 'mmm', 'sint', 'solo', 'ge', 'spot', 'v', 'apha', 'ebay', 'ma', 'mu', 'rtx', 'azn', 'f', 'sap', 'qcom', 'cnc', 'mo', 'nak', 'pg', 'abbv', 'goog', 'nakd', 'rpm', 'gild', 'phun', 'khc', 'novn', 'abcb', 'bud', 'mrna', 'clf', 'wafu', 'ino', 'spy']",FALSE,1,0,0,$GOOG
62,1.39218E+18,5/11/2021 18:28,tech rally with $aapl $tsla and $goog still in the red...?  means something... just don’t know what 🤷‍♂️ i’ll tell you in 2 weeks haha,en,[],"['aapl', 'tsla', 'goog']",FALSE,0,0,0,$GOOG
63,1.39218E+18,5/11/2021 18:21,alerts and updates and free trials join here   $tsla $spy $ba $gme $wmt $bby $qqq $td $s $nio $d $amc $rkt $itm $dis $gm $shop $riot $tgt $f $orcl $pltr $wb $goog $aapl  https://t.co/borna4kd8p,en,[],"['tsla', 'spy', 'ba', 'gme', 'wmt', 'bby', 'qqq', 'td', 's', 'nio', 'd', 'amc', 'rkt', 'itm', 'dis', 'gm', 'shop', 'riot', 'tgt', 'f', 'orcl', 'pltr', 'wb', 'goog', 'aapl']",FALSE,0,0,0,$GOOG
64,1.39218E+18,5/11/2021 18:16,today 's heatmap of #sp500 $spx market stocks: $aapl $goog $brk.b $amzn $unh  https://t.co/2qydy5qwv9  https://t.co/a2argkcp7i,en,['sp500'],"['spx', 'aapl', 'goog', 'brk.b', 'amzn', 'unh']",FALSE,0,0,0,$GOOG
65,1.39218E+18,5/11/2021 18:12,lots of red today but $kt corp. and $ddd are both in the green  $amc $gme $aapl $amzn $ba $cmcsa $fb $goog $intc $msft $nflx $nvda $t $tmus $tsla $vz $wmt $xom #wallstreet #wallstreetbets #stocks #stockmarket #valueinvesting #investors #investing #investments  https://t.co/5ixlmkhape,en,"['wallstreet', 'wallstreetbets', 'stocks', 'stockmarket', 'valueinvesting', 'investors', 'investing', 'investments']","['kt', 'ddd', 'amc', 'gme', 'aapl', 'amzn', 'ba', 'cmcsa', 'fb', 'goog', 'intc', 'msft', 'nflx', 'nvda', 't', 'tmus', 'tsla', 'vz', 'wmt', 'xom']",FALSE,0,0,0,$GOOG
66,1.39218E+18,5/11/2021 18:04,also bought $goog at around $2300. whereas cathie is selling liquid big tech stocks...i'm buying. those will recover first (if the bull market is still in tact).,en,[],['goog'],FALSE,9,2,0,$GOOG
67,1.39218E+18,5/11/2021 18:03,"$googl, $goog and $ftnt are good growth stocks and are also showing a technical setup pattern at the moment.  https://t.co/s7e1qefisx",en,[],"['googl', 'goog', 'ftnt']",FALSE,0,0,0,$GOOG
68,1.39217E+18,5/11/2021 17:46,"$gpft information on grapefruit and its operations, please visit its website at  https://t.co/dnmjczvrvi.  @stockalert8   $sq $amzn  $ea $sedg $ma $v $ko $pypl $rcl $goog $nkla $dkng $hd $roku $nflx $fb  $gld $vxx $msft  https://t.co/w1sr0tfwez",en,[],"['gpft', 'sq', 'amzn', 'ea', 'sedg', 'ma', 'v', 'ko', 'pypl', 'rcl', 'goog', 'nkla', 'dkng', 'hd', 'roku', 'nflx', 'fb', 'gld', 'vxx', 'msft']",FALSE,0,1,0,$GOOG
69,1.39217E+18,5/11/2021 17:42,"$ely hit $34 some minutes ago has been trending nicely all day.  continue to monitor, if it closes strong will consider holding a piece into tomorrow.  $spy $qqq $tsla $aapl $amzn $msft $baba $goog $nvda $nio $fb $twlo $pton $sq $penn",en,[],"['ely', 'spy', 'qqq', 'tsla', 'aapl', 'amzn', 'msft', 'baba', 'goog', 'nvda', 'nio', 'fb', 'twlo', 'pton', 'sq', 'penn']",FALSE,0,1,0,$GOOG
70,1.39217E+18,5/11/2021 17:39,"$prts had a good surge just now on good volume.  sold some, moved stops up, monitoring rest of day.  $spy $qqq $tsla $aapl $amzn $msft $baba $goog $nvda $nio $fb $twlo $pton $sq $penn  https://t.co/1pfbecv8vo",en,[],"['prts', 'spy', 'qqq', 'tsla', 'aapl', 'amzn', 'msft', 'baba', 'goog', 'nvda', 'nio', 'fb', 'twlo', 'pton', 'sq', 'penn']",FALSE,0,0,0,$GOOG
71,1.39217E+18,5/11/2021 17:39,alerts and updates and free trials join here   $tsla $spy $ba $gme $wmt $bby $qqq $td $s $nio $d $amc $rkt $itm $dis $gm $shop $riot $tgt $f $orcl $pltr $wb $goog $aapl  https://t.co/ryxovkihk3,en,[],"['tsla', 'spy', 'ba', 'gme', 'wmt', 'bby', 'qqq', 'td', 's', 'nio', 'd', 'amc', 'rkt', 'itm', 'dis', 'gm', 'shop', 'riot', 'tgt', 'f', 'orcl', 'pltr', 'wb', 'goog', 'aapl']",FALSE,0,0,0,$GOOG
